0.000000000000000000e+00 7.706547192230767118e-02 -2.823626729157873230e-02 3.658001862736297988e-02 1.790134710042355940e-03 4.917458412068823927e-03 4.747223976885507450e-03 2.240068710914281443e-03 -1.031998898681190128e-03 -1.410500111456067761e-03
1.000000000000000056e-01 1.422134676135964303e-02 1.516149158603614412e-02 1.580247147193485774e-02 -2.194193778092909386e-02 -2.583158965951443294e-03 -8.932634367109885953e-03 -5.872883966674845822e-03 -8.680213850083962415e-03 -8.093122887695956141e-03
2.000000000000000111e-01 7.371486698834153750e-03 -1.893384310642729981e-03 -4.694175503885210377e-02 6.738695654931896317e-03 -9.658242220772226064e-03 -2.127293860300172312e-02 -1.566835371281112207e-02 -1.680093823511646586e-02 -1.469419193506908694e-02
3.000000000000000444e-01 4.432198589299616437e-02 4.003366489981687731e-02 -4.854474215676285453e-02 -4.657839740867862621e-02 -3.135305636731072071e-02 -1.734505452311805446e-02 -2.185591579248512273e-02 -2.048713680568325229e-02 -1.842864786651559825e-02
4.000000000000000222e-01 -2.011611948784744128e-02 4.910456291215638258e-02 -4.204595094085580853e-02 -1.943541108355823291e-02 -3.092448247419452359e-02 -2.722946531572101314e-02 -1.902986669739515496e-02 -2.030321468172667856e-02 -2.067039773369169081e-02
5.000000000000000000e-01 -1.187676863047835568e-01 5.559199767901920608e-02 1.406661795960804928e-02 -1.810758611356694942e-02 -1.034394947672698066e-02 -2.002281885735565994e-02 -2.106717537840411061e-02 -2.065032511268764456e-02 -2.062267694845852650e-02
6.000000000000000888e-01 -5.054312315458705379e-02 -3.617153374987391867e-02 -8.752938328739535631e-03 -1.379704455521904918e-02 -1.077283371912522193e-02 -1.879565855386656006e-02 -2.021206619817757580e-02 -2.063097764786340702e-02 -1.709576872869622913e-02
7.000000000000000666e-01 5.336777017882116114e-02 -2.425811631709581112e-02 -2.127689609359398326e-02 -1.897759047998657383e-02 -7.715266690061110821e-03 -1.537458093934455927e-02 -1.142232253833636718e-02 -8.914634112012783870e-03 -1.168849323085910732e-02
8.000000000000000444e-01 1.605559818471610500e-01 4.068367886303245889e-02 -5.019931097539883508e-02 -7.550225653671032919e-03 -2.006187933396753192e-02 -1.540486530092975790e-03 -8.687533356631940012e-03 -7.512115545081181345e-03 -4.159186872107565464e-03
9.000000000000000222e-01 1.244116586269935765e-01 3.966824299353736115e-03 6.682558903004744665e-03 1.898312358927414442e-02 9.454815860422594379e-03 -4.616165470318596767e-03 9.227387247126928385e-03 3.601585525929742928e-03 5.502461195426690613e-03
1.000000000000000000e+00 7.761616266691010249e-03 2.852262612098396821e-02 4.089285348217748528e-02 8.566232921233690040e-03 1.390576737896279808e-02 2.011883497805604798e-02 1.961138647848182162e-02 1.733871298029084768e-02 1.588834466487963268e-02
1.100000000000000089e+00 5.803920093710543404e-02 3.384386195863640229e-02 5.334474576547458546e-02 3.862533941069195426e-02 2.876720557199554176e-02 2.294495480221424646e-02 2.822415595291440094e-02 2.848469137123738060e-02 2.710825059189174782e-02
1.200000000000000178e+00 1.229338741004115665e-03 -6.382672588520109380e-02 3.936845935788142042e-02 5.924717051810164670e-02 4.432351869475287254e-02 3.786885247650502440e-02 4.003807921114288515e-02 4.059432166593671815e-02 4.261256158327871718e-02
1.300000000000000044e+00 2.024643950235193446e-01 5.851491641935591126e-02 6.374457346508122235e-02 3.536954635937750863e-02 5.260361434052530233e-02 5.206211245395989118e-02 5.547953789576486744e-02 5.546374622972196494e-02 5.632804094618495266e-02
1.400000000000000133e+00 3.088427787719585926e-02 3.665472655162579918e-02 2.099982600384845549e-02 7.086462266861393022e-02 6.739546691614305141e-02 7.569839825733312710e-02 6.786479560710288739e-02 7.318024366015454807e-02 6.912039978673983898e-02
1.500000000000000000e+00 1.233492246138928744e-01 7.834604044556039981e-02 1.359715715834961536e-01 8.100268632568305427e-02 9.670293818657188512e-02 8.116976609678465404e-02 8.443959925467105221e-02 9.048313441558505921e-02 8.710155116208670445e-02
1.600000000000000089e+00 1.443871884588645571e-01 1.480276167682907373e-01 8.981105956346004116e-02 1.350891739156818427e-01 1.025917545948008824e-01 1.048656693884963964e-01 1.101783950666288675e-01 1.038146134313015501e-01 1.018242425110098409e-01
1.700000000000000178e+00 2.285496617104652572e-01 1.853337877795583344e-01 1.301099393879910360e-01 9.910903593659090016e-02 1.093345203047201980e-01 1.071664294345692492e-01 1.168465284680184763e-01 1.164126464253497223e-01 1.165496126036622698e-01
1.800000000000000044e+00 3.038287225332719776e-02 2.230543775541066753e-01 1.522777664487967031e-01 1.268679980761666937e-01 1.231325434704169108e-01 1.384406385030998166e-01 1.284957758545783313e-01 1.338619810774138441e-01 1.352051262024162592e-01
1.900000000000000133e+00 9.699747356960840283e-02 1.795257649493502417e-01 9.920087305712886605e-02 1.331057799863463731e-01 1.513789253409797697e-01 1.509291388771570597e-01 1.507976058036507028e-01 1.464564805282898841e-01 1.465063658823565762e-01
2.000000000000000000e+00 2.863726319502547524e-01 2.098834271642197602e-01 1.514084399478391463e-01 1.721082152571663526e-01 1.866221490537777750e-01 1.618226714112295517e-01 1.672239928388941921e-01 1.587193826025347365e-01 1.590431420077450531e-01
2.100000000000000089e+00 2.386214820397169478e-01 1.142340041326602440e-01 1.961138956044069792e-01 1.623160769363456435e-01 1.705403147486616033e-01 1.716802677685415612e-01 1.745176781038759450e-01 1.725749957301321580e-01 1.724186362425580432e-01
2.200000000000000178e+00 1.250796674431944866e-02 2.301325100113627009e-01 1.380732782875496722e-01 1.669874739700357991e-01 1.882544932074732835e-01 1.882066211972225067e-01 1.861267195188101298e-01 1.831897396864884953e-01 1.848934219211164354e-01
2.300000000000000266e+00 2.212289305470185319e-01 2.083273066110780669e-01 2.210756622304491104e-01 1.891184916598536159e-01 1.965759835543039735e-01 1.987868202613017610e-01 1.915154235968682117e-01 1.912827576448238864e-01 1.909225913156563648e-01
2.400000000000000355e+00 3.490662184848939420e-01 2.174772186558401876e-01 1.697790345032829107e-01 1.714273977867329102e-01 1.990056270534953931e-01 2.056328552307934432e-01 2.029574911011643445e-01 1.974617038742240982e-01 2.025169572350200287e-01
2.500000000000000000e+00 2.556801359267699691e-01 2.454131799545354597e-01 2.263385117286280113e-01 2.038037120371697375e-01 2.126914335870601636e-01 1.957227022826638352e-01 2.076449863946332741e-01 2.064462257125080913e-01 2.062738242190967908e-01
2.600000000000000089e+00 2.110142233974348080e-01 1.316234269933174716e-01 2.267325349616104158e-01 2.274942422412385423e-01 2.070683605864075405e-01 2.007954490939650727e-01 2.088465791347924871e-01 2.084185460022458802e-01 2.081424984767641650e-01
2.700000000000000178e+00 2.770664361669610276e-01 2.327759596480428184e-01 2.279403639839434337e-01 2.147360797460098336e-01 2.019878719096581121e-01 2.083997571834861617e-01 2.164103177690902824e-01 2.092811092052968003e-01 2.096695153120790578e-01
2.800000000000000266e+00 2.755021639321181270e-01 2.768847522684414475e-01 2.547002039904561754e-01 2.165090414358466497e-01 2.069390444662374817e-01 2.065628604730474216e-01 2.095022943200651189e-01 2.055413387376333056e-01 2.081114319812542302e-01
2.900000000000000355e+00 1.263941130913130428e-01 2.390411915813929200e-01 2.325455222835836333e-01 2.049426043093576788e-01 2.030267506200425232e-01 2.133921092536917863e-01 2.056161808780042621e-01 2.008630203701856076e-01 2.030147587670019793e-01
3.000000000000000000e+00 2.390748546447216405e-01 2.616444768340091542e-01 1.536135279656330455e-01 1.637795890157668077e-01 1.791510367009271076e-01 2.030280704743674669e-01 1.951132157461086536e-01 1.976880537387156189e-01 1.937486158151644766e-01
3.100000000000000089e+00 2.741784673090694180e-01 2.046770513833209293e-01 1.640813693685622410e-01 1.872373901875775959e-01 1.795811368437987554e-01 1.816348568398069019e-01 1.860687398828130834e-01 1.833045174847841852e-01 1.848865950530984292e-01
3.200000000000000178e+00 2.243521575750822561e-01 1.057742998252884647e-01 1.608540864592312158e-01 1.693991246505178738e-01 1.615446465225875705e-01 1.690266323478004096e-01 1.739536154247832145e-01 1.714057680451973598e-01 1.712572939569303454e-01
3.300000000000000266e+00 8.444569821248133767e-02 2.083434199270046694e-01 1.857304934400456076e-01 1.749230927077503328e-01 1.613034870739000759e-01 1.512516188328587030e-01 1.515118613100053246e-01 1.537791373875099232e-01 1.538788759856833388e-01
3.400000000000000355e+00 1.659187181214305251e-01 2.461420095839407518e-02 1.328731359756892272e-01 1.596437708923650889e-01 1.393844446802505188e-01 1.429421805483732932e-01 1.353082383190646609e-01 1.347096675266805099e-01 1.370450231091627780e-01
3.500000000000000000e+00 -8.096467397980328107e-02 1.190496147100067320e-01 8.277032567791887951e-02 1.160820137416641307e-01 1.116331212498672815e-01 1.110252721325591940e-01 1.180613366900015448e-01 1.157477414246354253e-01 1.139156521554487295e-01
3.600000000000000089e+00 9.677306112613362488e-02 1.059052149024331257e-01 1.415168184467678891e-01 9.877893568986410855e-02 7.879212042118206860e-02 9.453418543035187194e-02 8.979561738409977401e-02 8.981367724288386034e-02 8.933697014450892038e-02
3.700000000000000178e+00 9.066340095836962487e-02 1.773904759062003567e-01 2.881319741482649133e-02 4.566170454333584594e-02 4.449816092369567044e-02 5.838611506738426715e-02 6.384019400754997742e-02 6.007554383494226324e-02 6.317969485320815148e-02
3.800000000000000266e+00 -1.972726522326494897e-02 -5.175792806313668504e-02 5.375354116207170518e-02 5.285957482078266351e-02 2.545904101289964139e-02 2.607003821540597455e-02 3.217867496003295330e-02 3.191487906636842481e-02 3.063285842331564188e-02
